#{"t_start": 1652081926.9261253, "env_id": "TrajectoryGenerationURSim-v0"}
r,l,t
1.940095,29,18061.546273
1.68836,83,18077.116043
-0.677881,300,18117.760412
1.716674,87,18154.175477
1.996822,5,18169.279046
1.91578,38,18176.91419
1.59198,216,18202.403677
1.916415,42,18226.506785
-0.43003,300,18261.814494
-1.322502,129,18318.318981
1.911997,41,18345.318982
1.898042,43,18357.903931
-1.893219,294,18567.398911
1.896638,44,18597.195491
-1.743831,246,18628.106895
1.835398,66,18655.364518
-0.891738,300,18693.09226
-0.454133,300,18746.171118
-1.212337,57,18773.744203
1.939402,32,18785.707305
1.959789,30,18795.887313
-0.750438,300,18829.363438
-1.251642,74,18858.178597
1.842313,114,18879.840532
1.903301,48,18897.028102
-0.492055,300,18931.821168
-1.32898,210,18978.25188
1.95085,53,19006.179579
-1.168834,300,19042.53271
-1.805809,243,19094.873589
-1.795145,205,19141.65399
1.899325,41,19174.293171
-1.469401,193,19203.799809
1.880332,49,19233.854316
1.899994,42,19246.918334
1.671937,129,19266.511849
1.623888,127,19300.046135
1.933525,52,19327.983542
1.930756,33,19339.754551
-1.251861,95,19357.35857
1.878445,53,19374.099307
-0.713236,300,19410.964693
1.884043,58,19444.851954
1.890811,49,19459.781335
1.957044,25,19471.853999
1.544631,113,19488.165432
-1.020608,300,19531.089309
1.86733,53,19566.746336
1.906735,46,19580.560886
-1.137814,45,19591.258615
-1.092973,42,19600.612358
1.910183,59,19614.030787
1.974584,19,19626.419039
-0.760715,300,19658.532455
1.965866,29,19698.85483
-2.115077,169,19719.173097
-1.814339,300,19768.407746
-0.906565,300,19831.63679
1.907529,57,19870.813244
-0.805306,300,19910.142579
1.909384,49,19945.161709
-0.867307,300,19982.384869
1.898615,47,20023.276219
1.788054,96,20046.249911
-1.343424,91,20071.612057
1.901451,63,20091.88165
-1.357755,194,20122.143673
1.832208,96,20154.465244
-1.671124,214,20189.315229
1.877949,72,20230.210592
1.914194,38,20248.410393
1.963409,40,20263.890145
-1.26123,127,20284.539406
1.902337,41,20303.836909
-0.383125,300,20344.105321
-1.042221,300,20425.356674
1.919131,35,20469.639831
1.872317,53,20481.179704
1.905263,58,20497.449203
1.898875,47,20514.662919
-1.454419,249,20549.933042
1.847513,77,20603.843772
-1.162522,137,20630.345671
1.763897,124,20675.255961
1.92925,33,20696.847942
-0.900351,300,20732.845472
1.710152,104,20770.721675
-0.80413,300,20979.853045
-0.533844,300,21040.930885
1.968876,21,21076.29458
1.828997,109,21091.900526
-1.955132,215,21125.35681
-0.536905,300,21173.722873
1.855408,101,21218.956378
1.872596,64,21242.370857
1.914342,50,21257.360132
1.861494,85,21272.613929
-0.76209,300,21313.459028
1.881638,44,21353.571965
-0.69791,300,21391.722216
1.797351,130,21435.750144
-0.684186,300,21489.378206
1.928269,34,21521.146278
1.965786,39,21531.53278
-0.515474,300,21565.205062
-0.696789,300,21625.477528
1.914061,72,21661.546523
1.896734,84,21678.173352
1.913675,57,21702.358621
-1.565329,187,21731.415771
-1.057221,37,21759.116645
-0.672858,300,21796.063016
1.826747,129,21831.913172
1.882195,48,21856.229473
1.883731,47,21872.955199
1.953243,27,21887.359793
-0.599439,300,21920.086699
1.814169,86,21959.97837
-1.161353,69,21983.132289
1.770765,153,22006.434361
1.906646,38,22025.590996
-0.573631,300,22063.4404
-0.449949,300,22125.554504
1.882388,63,22158.280866
1.88705,45,22172.280042
-1.037322,38,22185.933871
-0.896893,300,22220.622064
-0.730666,300,22281.043003
-1.00032,300,22343.688063
1.795554,107,22392.879448
1.863725,50,22411.220124
1.924534,47,22426.560285
1.782724,116,22448.20627
1.969122,20,22469.44076
-1.078345,300,22501.660627
1.89231,64,22544.270457
-0.635586,300,22578.842198
-0.610069,300,22632.423502
1.941425,57,22663.379714
1.862032,49,22674.492616
1.87905,82,22691.439015
-0.404374,300,22729.756163
1.819464,131,22768.540509
1.953043,35,22791.140261
1.917152,53,22804.762695
-1.232838,300,22841.77598
-0.481518,300,22911.045184
1.953322,47,22942.896333
1.923899,35,22953.782894
1.452421,246,22984.75235
1.959303,36,23014.499942
1.855171,84,23029.037418
1.93184,41,23046.585849
1.866399,52,23063.29854
1.813582,95,23081.455813
1.852586,107,23103.295265
-0.714318,300,23146.338727
1.945602,27,23450.036256
1.749908,109,23466.686285
-0.500532,300,23510.337002
1.714516,139,23558.500891
1.893261,54,23577.593693
1.907924,50,23591.635576
-0.828783,300,23628.18313
1.861345,51,23658.552811
1.951313,30,23673.143004
1.986054,17,23680.839803
-0.831194,300,23713.368177
1.909554,74,23760.491004
-0.781925,300,23796.713738
1.945461,37,23835.229216
-0.817546,300,23870.918595
-0.521493,300,23928.35638
1.796461,100,23969.867185
-0.80294,300,24014.976501
1.900482,72,24058.524302
1.895092,52,24069.670123
-1.074432,300,24110.251503
1.946629,47,24143.658023
1.840885,108,24161.560944
1.864095,52,24177.584098
1.980961,15,24188.656468
-1.175895,104,24201.982336
1.832214,103,24225.257801
1.848733,80,24245.282982
-0.474043,300,24285.352515
1.933936,34,24317.926925
-1.059083,300,24352.394097
1.944978,32,24383.795233
1.706399,95,24399.374873
1.937823,37,24418.60576
1.551974,114,24438.004705
1.659251,158,24468.313295
-1.138432,300,24515.42354
1.909254,48,24546.914116
1.880258,50,24559.683515
1.479842,146,24580.766596
1.890094,53,24606.405061
1.853075,57,24620.476828
1.857281,66,24635.010353
1.879286,60,24652.739754
-1.213266,300,24688.475281
1.97843,21,24713.144389
1.826037,64,24723.710434
1.842654,104,24743.382849
1.855735,92,24764.416929
1.856977,63,24781.781636
1.916979,39,24795.206206
1.692054,89,24809.477809
1.967658,28,24824.44461
1.758097,95,24839.161385
1.846113,56,24859.475859
1.627985,110,24878.537347
-0.412205,300,24921.631
-1.122596,300,24977.257272
1.892754,42,25004.053505
1.931107,45,25015.639783
1.939884,36,25026.224514
1.931942,41,25036.408337
1.876653,67,25051.33819
1.987878,12,25063.250845
1.888985,88,25075.339983
-1.366291,300,25115.384965
-0.791154,300,25169.568116
-1.287876,157,25213.865969
1.928431,48,25237.862207
1.85829,60,25251.192529
1.966289,27,25265.104344
1.878801,88,25279.214638
-0.612294,300,25315.755633
1.869721,62,25344.86792
1.943563,29,25357.80378
1.860605,60,25368.592863
1.826705,69,25386.493797
1.876313,92,25406.761409
1.883261,44,25420.44584
1.952623,27,25431.902159
1.806701,76,25445.609913
1.819617,101,25466.120849
1.801782,72,25487.052874
1.848114,57,25503.065276
1.946915,36,25517.094147
-1.277592,138,25536.925786
-1.284741,300,25581.911956
-0.384756,300,25808.155252
1.974585,19,25841.090719
-1.701422,300,25872.723646
1.643949,203,25923.276815
1.868265,54,25950.012678
1.856066,55,25967.186603
1.892535,54,25981.223455
-0.956022,300,26021.28582
1.938583,67,26060.351551
1.793055,87,26078.817719
1.621469,110,26100.923421
-1.062588,45,26120.490251
1.745573,96,26137.882681
1.868224,49,26156.860881
1.553115,153,26179.817482
1.887403,46,26201.278756
1.967292,38,26212.402292
1.922871,58,26225.194827
1.762987,102,26242.606688
-0.438635,300,26285.254107
1.885849,47,26318.322598
-1.190849,300,26355.176889
-0.714788,300,26407.531317
1.881603,51,26443.977039
0.855996,241,26474.238138
-1.16209,67,26507.920137
1.890722,68,26524.249609
1.909499,38,26539.541898
1.883548,81,26555.009021
1.949927,53,26571.907162
1.929183,46,26584.026365
1.623411,130,26603.727016
1.964931,35,26623.828829
1.808097,86,26636.282706
-0.477336,300,26676.515986
1.868077,60,26703.482879
-0.548671,300,26740.231112
1.963508,22,26767.846712
1.807745,73,26779.895394
1.435083,158,26803.418869
1.934368,34,26825.917992
-1.21064,300,26858.878271
1.897546,46,26895.519133
1.942153,30,26909.927535
1.923991,59,26921.82645
1.593597,145,26942.78387
1.945584,38,26963.403443
-1.134493,300,26997.460607
-0.994796,300,27053.046328
1.98388,14,27080.827216
1.922703,36,27087.630457
1.986717,13,27095.587293
1.832307,88,27107.341769
1.912943,45,27125.607217
1.75947,155,27149.092452
1.845873,78,27174.410199
-1.10185,300,27214.820363
1.853368,84,27250.530839
1.843518,84,27268.830508
1.908204,46,27281.623952
1.712968,100,27298.286357
1.920914,60,27320.303641
1.947621,46,27333.686654
-0.765048,300,27371.30661
-1.169538,300,27422.856371
1.885851,64,27457.93071
1.912233,41,27472.403433
1.941873,39,27486.436144
-1.143508,57,27497.761033
1.824865,87,27516.230276
1.937245,45,27533.223313
1.752333,84,27548.86629
1.938585,49,27566.257732
1.931894,52,27579.386666
1.959547,27,27589.340816
1.688618,104,27605.38371
1.910421,40,27623.7378
1.973463,19,27633.729493
1.937366,32,27641.602532
-1.19481,300,27674.452534
1.792622,103,27710.615672
1.980352,18,27726.43465
1.891317,44,27734.291381
1.74675,86,27750.57671
-1.45049,138,27774.962431
1.917127,39,27801.841558
1.927527,50,27813.705439
1.859577,85,27830.581622
1.918079,41,27847.852471
-0.764561,300,27882.09251
1.916297,38,27917.814116
1.933028,34,27928.07501
-1.382862,134,28142.062775
1.940191,34,28163.443072
1.449932,230,28190.101542
1.792606,82,28223.431926
1.841752,75,28244.730836
-1.301802,134,28270.424656
1.579226,194,28302.121046
1.931841,35,28322.620081
-1.118779,47,28334.863654
1.625107,131,28356.807006
1.877947,50,28381.291858
1.8939,52,28394.72714
1.922515,42,28408.119041
1.953169,27,28420.131815
1.705986,125,28437.606501
-1.123009,53,28460.071458
1.925283,48,28473.546335
1.923642,45,28484.46934
1.781237,83,28500.004462
1.90375,46,28517.237035
1.891959,57,28531.054438
1.813027,91,28548.656906
1.915059,40,28565.226861
1.867643,48,28577.006897
1.712183,119,28597.321893
-0.425096,300,28640.580638
-0.647892,300,28690.124961
1.91794,38,28719.478579
1.960962,35,28730.562845
1.793873,80,28744.535484
1.924088,39,28760.454861
1.571006,138,28784.934973
1.940471,31,28805.336836
-0.438285,300,28839.880661
-0.525114,300,28895.283348
-1.416128,144,28937.47189
-0.590251,300,28985.699559
-0.623507,300,29040.820807
1.782006,94,29076.341142
1.920058,53,29097.451617
1.807254,113,29115.96203
1.945475,29,29132.889085
1.8434,66,29145.18702
1.319282,191,29171.606129
1.956638,26,29198.52298
1.903108,53,29209.538554
1.705761,100,29227.256473
-0.460713,300,29270.363286
-0.567009,300,29325.746968
1.89338,46,29360.55766
-0.599357,300,29396.187546
1.976393,17,29427.372012
1.908565,41,29434.527757
1.889456,66,29451.626492
1.876776,77,29466.772114
1.583328,139,29496.533127
1.978685,19,29516.064526
1.85641,64,29526.47047
1.913786,41,29539.477666
-1.026198,300,29574.080454
1.927386,37,29609.980787
1.843676,100,29628.204691
-1.660023,211,29661.607958
1.881173,47,29688.469943
1.975024,19,29700.078058
1.895821,68,29711.446522
1.890337,48,29724.687258
-0.723065,300,29759.224631
1.927575,38,29791.731398
1.864754,57,29804.780929
-0.714369,300,29841.256198
-0.620352,300,29896.169707
1.792595,83,29926.408138
1.70256,101,29947.838043
1.952592,26,29967.613122
1.971812,35,29977.896149
1.778983,95,29994.482885
1.701603,91,30015.379573
1.934851,35,30031.976983
1.869862,81,30046.774635
1.981625,17,30067.762443
1.923488,59,30077.38216
1.885519,47,30093.144129
1.747952,87,30110.504073
1.934771,46,30130.903142
1.79818,96,30148.087243
1.884363,51,30165.721139
1.873652,54,30182.452195
1.900446,66,30198.279894
1.864839,65,30215.821455
1.681239,111,30238.519409
-1.148134,54,30259.298918
1.928839,45,30274.615231
1.965224,23,30286.815882
1.953594,29,30295.480626
1.715508,83,30311.425118
1.843629,80,30329.926417
1.850144,79,30349.262161
1.911329,41,30363.079752
1.878039,51,30376.857829
-0.482104,300,30577.004174
1.959006,25,30602.649917
-1.334687,148,30622.325746
1.919041,43,30649.164666
1.951861,28,30660.760515
1.97998,18,30668.787076
1.917077,60,30678.106514
1.772458,99,30695.954405
1.884821,53,30712.849588
1.942872,30,30727.281555
1.796199,68,30739.639028
-0.672731,300,30777.153756
1.874053,53,30809.872157
1.869723,64,30826.983506
1.911227,38,30843.833182
1.957806,29,30854.751408
1.794812,96,30869.947655
1.944171,29,30890.363126
1.850352,59,30902.199324
1.933054,34,30913.853606
-1.563596,116,30933.707455
1.894859,46,30954.061762
1.940166,31,30964.654356
1.898599,54,30976.181274
1.651334,140,31002.021701
1.872371,52,31024.124059
1.954972,39,31039.506099
1.983257,17,31048.274247
1.974048,19,31056.080269
1.86749,68,31066.3992
1.882257,49,31087.438397
1.655023,94,31104.484449
