#{"t_start": 1651681209.5388203, "env_id": "FollowPathURSim-v0"}
r,l,t
3.903126,56,64437.209907
2.528967,596,64511.044397
-1.976032,800,64611.523791
-2.384806,612,64693.969882
3.822076,69,64729.730864
3.843634,72,65334.731893
-1.629222,304,65377.627796
-1.867664,800,65480.723476
-2.569333,800,65582.702105
-1.426938,110,65609.968225
-2.437503,800,65708.995108
3.903461,43,65727.053891
3.545915,202,65757.531793
3.267026,355,65809.358669
-1.963376,800,65911.026688
-2.469914,800,66012.330705
3.908091,57,66058.282824
-3.034051,800,66153.129736
-2.36852,800,66278.829681
-3.714049,800,66382.610641
-3.327987,800,66502.50092
3.899353,48,66524.338863
3.918665,57,66539.232884
3.909926,45,66551.664269
-1.357085,154,66577.23593
3.869725,66,66595.744005
-4.089328,800,66692.496613
3.866587,59,66717.784348
3.862478,73,66735.950597
3.594013,131,66760.818078
-2.516034,800,67535.531553
3.90446,43,67557.463821
-1.864886,800,67652.73598
-3.215157,800,67760.059229
3.891859,58,67785.595604
-1.685448,199,67816.75395
-1.849132,800,67919.149283
3.947465,41,67937.471464
3.708704,164,67962.364289
-1.218343,67,67980.587683
3.851599,79,67999.930018
3.851009,74,68018.920065
3.95959,41,68032.905155
3.168069,587,68101.643215
-2.341967,800,68199.974047
-2.739464,800,68309.376477
-3.034433,467,68380.215199
-2.337288,800,68501.926595
3.867488,63,68526.108325
-2.382578,800,68621.52963
-2.708881,800,68737.406139
2.831554,588,68818.155209
-2.388896,800,69336.248182
3.805571,81,69374.128029
3.958233,30,69388.629159
-3.084556,746,69474.947369
-3.510224,800,69581.227199
-2.846195,533,69667.965942
-3.507803,800,69780.697296
-4.34135,623,69870.383882
-2.058149,305,69933.48839
-2.030218,800,70036.817546
-2.797698,800,70152.482779
-2.926113,800,70261.250791
3.949008,44,70283.55352
-1.597572,189,70311.804437
-2.273056,800,70410.486485
3.820291,78,70437.713131
-2.486504,800,70534.195137
2.124969,492,70607.240674
3.906806,48,70630.588022
-1.220356,95,70649.289119
3.8729,62,70668.472662
3.957803,36,70682.631715
3.924003,40,70693.837061
3.854528,68,70709.724103
3.7161,125,70734.080626
-3.202236,800,71356.711156
3.95263,31,71381.839509
3.790101,82,71397.002015
3.771088,95,71418.360904
-3.297641,800,71514.076316
-2.638544,800,71620.265971
-2.639293,338,71675.62698
2.644176,531,71750.079339
-1.588009,136,71782.770149
-3.155404,469,71848.086824
3.953908,29,71869.278122
-1.716339,197,71897.57496
-2.458935,348,71952.978016
-1.429431,221,71993.566746
-3.547211,800,72094.785664
3.87328,54,72141.129742
3.761147,109,72163.127751
-2.878957,800,72260.526281
3.555524,154,72313.63642
-2.287215,207,72348.418139
-3.69797,800,72452.930963
3.886394,70,72489.722298
-2.534208,511,72553.072375
3.873477,65,72583.362569
-1.718445,348,72630.34452
-2.057229,252,72675.461323
-3.287902,800,72786.800971
-1.485914,169,72826.20781
3.890809,50,72844.429111
-1.483274,152,72870.362973
-1.57315,196,72912.989203
-1.094854,800,73406.782326
3.687212,159,73442.155801
3.831441,75,73462.031057
-1.852832,302,73504.670213
-4.403082,637,73593.218272
-1.75332,230,73641.421445
-2.273294,330,73693.348089
-3.880856,800,73800.578228
-1.360843,92,73833.063203
3.912025,46,73852.940285
-4.117839,800,73948.760095
3.954063,31,73973.204948
3.521638,381,74020.934435
-2.114685,800,74121.015307
-1.434802,800,74223.669049
3.965728,25,74243.610437
3.982913,24,74252.00282
-1.46498,98,74268.035999
-2.025831,800,74367.35798
3.747908,135,74400.909323
-1.089772,800,74497.256702
3.892578,56,74520.68121
-2.003422,204,74552.153811
3.951311,36,74579.759959
