#{"t_start": 1652442989.0136626, "env_id": "TrajectoryGenerationURSim-v0"}
r,l,t
1.799255,139,28181.59931
1.884439,52,28198.08847
1.79411,85,28216.828118
1.90937,38,28232.543466
1.858026,88,28251.266454
1.971059,31,28264.825305
1.875704,63,28278.502771
-0.855574,300,28324.480171
1.7556,85,28346.476135
1.70617,192,28381.303178
1.901269,54,28403.340186
1.641429,111,28425.160222
1.879997,95,28449.779387
1.876686,53,28463.159996
1.933199,34,28475.45288
-0.372055,300,28519.364878
1.902331,42,28532.283563
1.957617,25,28543.743495
-0.665867,300,28586.608828
1.719681,110,28611.791326
1.825901,81,28635.315562
-0.701891,300,28683.136639
1.890371,45,28699.125584
-0.876978,300,28744.864298
1.564591,199,28781.677292
1.966549,22,28800.647105
1.86035,48,28812.07351
1.984279,18,28823.53114
1.927272,44,28833.603337
1.458453,204,28865.949938
1.542027,201,28906.371664
-1.240421,176,28941.218587
1.803718,72,28958.576287
1.923511,90,28979.578269
1.874528,52,28993.318913
1.639764,116,29017.502037
-0.55363,300,29065.872453
1.840185,65,29084.453479
1.943469,31,29097.961255
1.602399,139,29122.024138
1.7309,121,29151.032581
1.770218,126,29178.456056
-1.122715,76,29200.539839
1.750986,88,29220.158442
1.932373,31,29235.047354
1.58915,150,29260.580919
1.817802,81,29285.325646
1.657222,106,29308.884962
1.8796,53,29328.024204
1.847145,74,29345.322001
1.900472,43,29360.188646
1.738151,113,29382.494152
-1.339089,80,29404.676299
1.834134,53,29422.991067
1.945898,34,29436.913297
1.690897,95,29454.74928
1.94381,32,29470.716548
1.756958,81,29487.542521
1.913144,42,29504.019992
1.92788,38,29516.94215
1.950356,32,29528.584958
1.962963,43,29540.774177
-1.815631,295,29582.836965
1.891031,47,29611.905667
1.832194,67,29628.15609
1.907932,39,29642.32579
1.969629,33,29654.470644
1.852822,88,29670.978992
1.632884,121,29696.663156
1.518524,273,29981.248174
1.945337,28,30001.070445
1.824783,117,30022.099968
1.743308,106,30044.142439
1.848026,84,30067.145055
1.930526,32,30082.15502
1.94522,29,30092.850055
-1.071372,44,30104.792265
1.986848,15,30114.556797
1.896798,61,30126.474921
1.917135,57,30142.018061
1.90041,64,30159.128721
1.515963,147,30186.089237
1.768089,161,30219.946779
1.921807,51,30237.93954
1.822345,68,30253.721442
1.931205,59,30271.826409
1.879053,47,30283.447854
1.799203,66,30300.601727
-0.904978,300,30346.734703
1.946471,28,30358.171047
1.9701,21,30367.325437
-0.384478,300,30409.560811
1.51532,186,30440.071882
1.636367,193,30478.320152
1.96289,32,30496.764255
1.781589,77,30512.602556
1.869385,72,30531.539835
1.779834,82,30551.020918
1.93661,36,30565.802504
1.727274,82,30583.399379
1.862579,65,30602.219217
1.901941,58,30619.268588
1.783708,92,30638.662614
1.855001,66,30657.967595
1.911593,81,30677.4401
1.896793,44,30693.314534
1.937584,30,30705.560155
1.89821,59,30719.294117
-1.589832,291,30763.528448
1.98032,17,30779.722474
-0.419104,300,30821.200897
1.853048,57,30842.0963
1.909518,46,30857.173422
-1.120619,300,30901.596277
-1.067269,54,30920.449318
1.681716,198,30951.268554
-0.78638,300,30998.941471
-1.145294,69,31021.26318
1.74435,84,31041.610296
1.961372,23,31055.389423
1.861262,61,31068.789607
1.878223,50,31084.184685
1.911311,58,31100.909681
1.944796,43,31115.751722
1.903834,43,31127.974431
-0.342281,300,31172.647334
1.817648,139,31198.801797
1.880575,96,31218.496646
1.991631,10,31232.01049
1.938568,36,31240.230104
1.90561,41,31252.821702
1.814251,150,31278.840915
1.939202,29,31289.94591
1.943656,46,31302.287861
1.871294,60,31317.147343
1.950114,28,31329.256238
-0.481986,300,31372.74665
-0.419918,300,31424.960782
-0.411601,300,31475.61956
-0.414511,300,31518.441704
1.963747,22,31531.280052
-0.925385,300,31573.781612
1.969725,23,31587.906336
1.898014,47,31599.273026
1.874975,109,31620.044673
1.921994,39,31630.266145
1.854963,54,31644.59571
1.623689,104,31666.160496
1.911818,51,31685.265331
1.96354,29,31696.490893
1.958603,32,31706.089878
1.924091,36,31716.664634
-1.443673,156,31743.41133
-1.520762,257,31791.005921
1.902053,42,31812.648283
1.916858,43,31825.74702
1.829383,97,31845.871099
1.887912,53,31861.65046
1.986274,14,31871.519743
1.794551,158,31895.300812
1.967105,22,31904.070934
1.807303,102,31922.152262
1.865638,70,31940.510266
1.905237,71,31959.389316
1.872554,95,31977.872495
1.894876,67,31993.988229
1.991967,10,32003.248294
1.745431,225,32034.588624
1.76329,80,32051.175459
-0.83612,300,32321.101604
1.885279,54,32340.916495
1.808598,71,32358.486879
1.952447,42,32373.827646
